(0.0005234904243911747, 0.00043397361213017076, 0.6921755527509688)
(0.009744155791742235, 0.008042436804849909, 0.6896016960958598)
(0.055258706842124125, 0.04574277095273481, 0.6992571170599988)
(0.13137236830206458, 0.10967590491919248, 0.6986733882492708)
(0.21753079593367342, 0.18182878505568445, 0.6968644104077399)
(0.30242931228687436, 0.25201899047064447, 0.6917987199538485)
(0.39418268667559, 0.32972785869009613, 0.7064879873656711)
(0.5166430788583216, 0.43304240789575893, 0.7004503163163704)
(0.6837463088882817, 0.5576130114722896, 0.6269425595431195)
(0.8709409988432968, 0.695554375027496, 0.6345799417546933)
(-0.01364912875842128, 0.2523308233278341, 0.7112395826877805)
(-0.012340353984610336, 0.25804033102163026, 0.7694164208981453)
(-0.038186879720520595, 0.23332563741842724, 0.7644139286729255)
(-0.08797740558968686, 0.1763346965921508, 1.0265594740104138)
(-0.18989228940788036, 0.017196982708488982, 0.9887439758756464)
(-0.2900431499408353, -0.1925068013526516, 1.1150910798518812)
(-0.39863889966430693, -0.420503067219652, 1.1283280187546465)
(-0.5462943297076671, -0.7144327952830676, 1.1023033091397645)
(-0.7574389190530558, -1.0256528693706353, 0.9714854925139313)
(-1.0107878990811547, -1.377282125993903, 0.943319794645463)
(-0.1372794700299229, 0.1795808377031074, 2.1860610470094723)
(-0.058501025217670026, 0.07639828476155626, 2.2298793691409236)
(0.04516369664484557, -0.04589558707878103, 2.2790178900949734)
(0.19001527355992762, -0.19190346726541294, 2.36411920876441)
(0.37362851790941015, -0.3668511509045827, 2.381680538339424)
(0.58148032601861, -0.5425530852973948, 2.4397463951843186)
(0.8270473438790142, -0.7478364977539719, 2.4462995529849474)
(1.1654486512400974, -0.9082176132017101, 2.7030965763518884)
(1.5421963285984759, -0.9217360481162804, 3.1020487217154553)
(1.876026841358349, -0.8867943938047134, -3.0519144036718417)
(0.5316050625279853, 0.6252225220192008, 1.656737346507421)
(0.5364940171073693, 0.5576470966436671, 1.6438776418912395)
(0.544253543926378, 0.4888240636324233, 1.689080061958693)
(0.5569491992407185, 0.41026279144494887, 1.7316237712979206)
(0.5665352623776639, 0.34909350051258464, 1.7274936223416297)
(0.5736185584240192, 0.2914087463034797, 1.6810716381532806)
(0.5826375953353778, 0.1734102725352919, 1.6259654837770707)
(0.617665659176354, -0.01653472538117935, 1.7761225064675976)
(0.7078567581719057, -0.332104727035401, 1.883729416959305)
(0.9047715668074886, -0.5969038349645819, 2.1298274228485266)
(0.14843621201836488, 0.30031995816785395, 0.08212191039956274)
(-0.39680816346387937, 0.2571134749042764, 0.07792863185128018)
(-0.868047522244482, 0.22136936955294054, 0.07541454136236281)
(-1.4493087582121287, 0.17883760229372864, 0.07281087071164238)
(-2.1336248114242675, 0.1393931849636809, 0.056326109862009144)
(-2.918174004791945, 0.09190157413687969, 0.06074318522748534)
(-3.804689341537344, 0.005348916945010536, 0.09972802003608905)
(-4.771142050898596, -0.22515403711181228, 0.24083091975862203)
(-5.847937575321128, -0.4867419202756991, 0.2381527548256277)
(-7.080032329270252, -0.5205610380618226, 0.017092480553198452)
(-1.3815731018502238, 0.11786213879783405, -0.4117430362563229)
(-1.8766878145193435, 0.5201177629329669, -0.7238376056197584)
(-2.344235421634173, 1.0541717614432713, -0.85602063275332)
(-2.784813893604403, 1.6869793593708444, -0.9680840714507966)
(-3.215014792476294, 2.4019795897590015, -1.0310193664704688)
(-3.6296560818261803, 3.178480055383994, -1.0814940090356453)
(-3.930084100873467, 4.040580102393667, -1.2376949799247339)
(-4.121543513618353, 4.9597442095805775, -1.367177034417866)
(-4.234997804518109, 5.9103663266918405, -1.452494644314685)
(-4.352693057862868, 6.863148324247806, -1.4479066216435668)
(-0.21393594563893092, 1.1052115958250326, 3.196309820618771)
(-0.21908400368143469, 1.1050654421294455, -3.095090761269323)
(-0.2117023786247723, 1.1053541728671588, -3.109820803603986)
(-0.20365820509444962, 1.1053447277426907, -3.133811486166044)
(-0.1914578644626767, 1.1054440194465371, -3.1329477564172685)
(-0.1757369552748769, 1.1057124957206688, -3.126104626796746)
(-0.1636542618682166, 1.1059102394601232, -3.125226810798772)
(-0.15567857332881868, 1.1063766972340745, -3.097463595060239)
(-0.16388987069798788, 1.1060410306709654, -3.0905253386414757)
(-0.19069556800404805, 1.1049752837034816, -3.1054690056734366)
(0.3594783193800372, -0.16684010784122805, 3.939198562508)
(0.38414171212123216, -0.14147816817213707, -2.3422117044457718)
(0.41058648534351105, -0.1116206757883182, -2.2556022967592257)
(0.452052891869652, -0.06169655821380135, -2.264848879550024)
(0.5022560426871966, -0.002267534675885389, -2.2728987717632867)
(0.5594288993211721, 0.06222932010984644, -2.2966468443854517)
(0.6248502301700999, 0.13272430728215387, -2.320895249896641)
(0.7064367210299574, 0.21488677646412954, -2.3562096915479342)
(0.8039055876896268, 0.3097695591194975, -2.370555761163095)
(0.8972528981409481, 0.4018640163191135, -2.3636651963054485)
(0.6132724405423975, -0.4982430366312949, 2.9622124780460206)
(0.650037848563021, -0.5051334798309631, 2.9551156614820853)
(0.6781949412142507, -0.5109127701729927, 2.9373856865001304)
(0.7113466083729225, -0.5198153162997321, 2.8743413577280066)
(0.754396337360422, -0.5322245526376831, 2.8581545974444387)
(0.8082183230439958, -0.5475791572049773, 2.8640406507747294)
